Tanggal,Toko,Penjualan Ada,Uang Masuk Ada,Total Quinos Gross (Dari Accurate),Total Mutasi Bank (Dari Accurate),Biaya Admin Bank,Biaya Merchant
2025-11-21,LA.PIAZZA,Y,Y,16142215,15982049.47,135565.53,24600
2025-11-21,MKG,Y,Y,1637765,1621114.59,16650.41,0
2025-11-21,SMS,Y,Y,405405,0,2837.82,0
2025-11-22,LA.PIAZZA,N,Y,0,36413533.17,310931.83,74020
2025-11-22,MKG,Y,Y,2011335,1994019.83,17315.17,0
2025-11-22,SMS,Y,Y,1135640,0,7727.13,0
2025-11-23,LA.PIAZZA,Y,Y,25473015,25075445,245370,52200
2025-11-23,MKG,Y,Y,1727550,1709646.22,17903.78,0
2025-11-23,SMS,Y,Y,846480,0,6085.68,0
2025-11-24,LA.PIAZZA,Y,Y,12219830,11600779.65,114288.35,25007
2025-11-24,MKG,Y,Y,846105,839344.81,6760.19,0
2025-11-24,SMS,Y,Y,252460,0,3067.22,0
2025-11-25,LA.PIAZZA,N,Y,0,14033987.27,128777.73,51040
2025-11-25,MKG,Y,Y,712635,707295.92,5339.08,0
2025-11-25,SMS,Y,Y,222915,0,1560.4,0
2025-11-26,LA.PIAZZA,Y,Y,15434630,14735975.72,147669.28,49500
2025-11-26,MKG,Y,Y,986040,976961.53,9078.47,0
2025-11-26,SMS,Y,Y,261030,0,1827.21,0
2025-11-27,LA.PIAZZA,Y,Y,11911020,11771894.38,116905.62,22220
2025-11-27,MKG,Y,Y,471240,465849.65,5390.35,0
2025-11-27,SMS,Y,Y,238850,0,1671.94,0
2025-11-28,LA.PIAZZA,Y,Y,18769030,18423720.74,185382.26,39127
2025-11-28,MKG,Y,Y,1063755,1055503.39,8251.61,0
2025-11-28,SMS,Y,Y,1066340,0,7006.99,0
2025-11-29,LA.PIAZZA,Y,Y,32088365,31625647.07,325167.93,33220
2025-11-29,MKG,Y,Y,2192820,2177393.96,15426.04,0
2025-11-29,SMS,Y,Y,1203220,0,8199.52,0
2025-11-30,LA.PIAZZA,Y,N,24131553,0,0,0
2025-11-30,MKG,Y,Y,2045780,2029850.55,15929.45,0
2025-11-30,SMS,Y,Y,1058360,0,6425.96,26200
2025-12-01,LA.PIAZZA,Y,N,11605385,0,0,0
2025-12-01,MKG,N,Y,0,678137,5623,0
2025-12-01,SMS,Y,Y,241380,0,1261.25,13240
2025-12-02,LA.PIAZZA,Y,Y,13556290,13329289.48,109020.52,117980
2025-12-02,MKG,N,Y,0,648138.36,6626.64,0
2025-12-02,SMS,Y,Y,834895,0,2214.09,0
2025-12-03,LA.PIAZZA,Y,Y,12216785,12059061.43,120763.57,36960
2025-12-03,MKG,N,Y,0,970624.02,7370.98,0
2025-12-03,SMS,Y,N,305240,0,0,0
2025-12-04,LA.PIAZZA,Y,Y,17280855,17143016.22,137838.78,0
2025-12-04,MKG,Y,Y,1017555,1007768.19,9786.81,0
2025-12-04,SMS,Y,Y,771575,0,6241.18,0
2025-12-05,LA.PIAZZA,Y,Y,24675103,24242068.84,252074.16,180960
2025-12-05,MKG,Y,Y,1827045,1813088.62,13956.38,0
2025-12-05,SMS,Y,Y,440055,0,3201.66,0
2025-12-06,LA.PIAZZA,Y,Y,30413340,29921566.05,285971.95,116402
2025-12-06,MKG,Y,Y,1196095,1187042.05,9052.95,0
2025-12-06,SMS,Y,Y,1243765,0,10096.55,0
2025-12-07,LA.PIAZZA,Y,Y,25708620,25272028.76,263791.24,40700
2025-12-07,MKG,Y,Y,2397605,2377376.17,20228.83,0
2025-12-07,SMS,Y,Y,1129590,0,7386.22,0
2025-12-08,LA.PIAZZA,Y,Y,16449765,16081529.58,201005.42,63280
2025-12-08,MKG,Y,Y,721875,670945.29,4729.71,0
2025-12-08,SMS,Y,Y,656820,41280,4236.54,10320
2025-12-09,LA.PIAZZA,Y,Y,18447305,17970098.21,201864.79,36342
2025-12-09,MKG,Y,Y,764320,758446.25,5873.75,0
2025-12-09,SMS,Y,Y,602910,0,3311.38,0
2025-12-10,LA.PIAZZA,Y,Y,13435925,13290892.07,103452.93,41580
2025-12-10,MKG,Y,Y,827255,820947.17,6307.83,0
2025-12-10,SMS,Y,Y,501545,0,3250.35,0
2025-12-11,LA.PIAZZA,Y,Y,14957480,14798378.49,123661.51,35440
2025-12-11,MKG,Y,Y,890505,886031.12,4473.88,0
2025-12-11,SMS,Y,Y,746190,0,5999.01,0
2025-12-12,BSD,N,Y,0,0,0,0
2025-12-12,LA.PIAZZA,Y,N,31491880,0,0,0
2025-12-12,MKG,Y,Y,1172610,1164833.49,7776.51,0
2025-12-12,SMS,Y,Y,852390,0,5159.95,0
2025-12-13,MKG,Y,Y,1488625,1479243.66,9381.34,0
2025-12-13,SMS,Y,Y,1244920,0,11602.64,0
2025-12-14,BSD,N,Y,0,6742009.24,73285.76,0
2025-12-14,MKG,Y,Y,1848000,1832906.97,15093.03,0
2025-12-14,SMS,Y,Y,2065800,0,14728.65,0
2025-12-15,BSD,Y,Y,3212625,3116436.29,28043.71,0
2025-12-15,MKG,Y,Y,831600,438156.731,4208.269,0
2025-12-15,SMS,Y,Y,590205,0,5003.46,0
2025-12-16,BSD,Y,N,11738200,0,0,0
2025-12-16,MKG,N,Y,0,386669.66,2565.34,0
2025-12-16,SMS,Y,Y,168630,0,2291.12,0
2025-12-17,MKG,Y,Y,531300,526641.6,4658.4,0
2025-12-17,SMS,Y,Y,675115,0,4854,0
2025-12-18,MKG,Y,Y,1139360,1133299.08,6060.92,0
2025-12-18,SMS,Y,Y,826980,0,6111.88,0
2025-12-19,MKG,Y,Y,2587200,1283878.07,9721.93,0
2025-12-19,SMS,Y,Y,1261480,0,11083.57,0
2025-12-20,MKG,Y,Y,2108625,2051110.87,15864.13,0
2025-12-20,SMS,Y,Y,985465,0,0,9400
2025-12-21,MKG,Y,Y,1334025,1323148.18,10876.82,0
2025-12-21,SMS,Y,Y,1492090,0,17456.15,0
2025-12-22,MKG,Y,Y,1037025,1028094.64,8930.36,0
2025-12-22,SMS,Y,Y,813120,0,4974,0
2025-12-23,MKG,Y,Y,974165,968500.99,5664.01,0
2025-12-23,SMS,Y,Y,571725,0,3567.2,0
2025-12-24,MKG,Y,Y,1466655,1453774.21,12880.79,0
2025-12-24,SMS,Y,Y,715615,0,5489.58,0
2025-12-25,MKG,N,Y,0,3419623.1,27081.9,0
2025-12-25,SMS,Y,Y,1904595,0,14175.65,0
2025-12-26,MKG,Y,N,1690025,0,0,0
2025-12-26,SMS,Y,Y,959805,0,0,0
2025-12-27,MKG,Y,Y,1880340,1867382.56,12957.44,0
2025-12-27,SMS,Y,Y,1361745,0,11768.54,0
2025-12-28,MKG,Y,Y,2784705,2720503.33,27241.67,0
2025-12-28,SMS,Y,Y,1607195,0,14764.42,0
2025-12-29,MKG,Y,Y,1346730,1339193.54,10536.46,0
2025-12-29,SMS,Y,Y,1012755,100000,7224.56,25000
2025-12-30,MKG,Y,Y,1560405,1529523.43,12581.57,0
2025-12-30,SMS,Y,Y,836220,0,0,0
2025-12-31,MKG,Y,Y,2269650,2250124.69,19525.31,0
2025-12-31,SMS,Y,N,675675,0,0,0
2026-01-01,MKG,Y,Y,4218545,4184057.76,34487.24,0
2026-01-01,SMS,Y,Y,1591660,0,10068.77,17080
2026-01-02,MKG,Y,Y,1343695,1333653.78,10041.22,0
2026-01-02,SMS,Y,Y,854530,0,7618.44,0
2026-01-03,MKG,Y,Y,1695540,1683621.46,11918.54,0
2026-01-03,SMS,Y,Y,1039335,0,0,0
2026-01-04,MKG,Y,Y,2202585,2185670.71,16914.29,0
2026-01-04,SMS,Y,Y,1603415,0,14797.24,0
2026-01-05,MKG,Y,Y,509675,505627,4048,0
2026-01-05,SMS,Y,Y,170940,0,1198.57,0
2026-01-06,MKG,Y,Y,682090,674310.97,7779.03,0
2026-01-06,SMS,Y,Y,443430,0,4274.01,0
2026-01-07,MKG,Y,Y,963270,953282.2,9987.8,0
2026-01-07,SMS,Y,Y,673365,0,5655.54,0
2026-01-08,MKG,Y,Y,883730,878944.53,4785.47,0
2026-01-08,SMS,Y,Y,353750,0,4697.67,0
2026-01-09,MKG,Y,Y,688380,683144.67,5235.33,0
2026-01-09,SMS,Y,Y,659290,0,3341.03,37240
2026-01-10,MKG,Y,Y,2044895,2029554.73,15340.27,0
2026-01-10,SMS,Y,Y,1708490,0,0,0
2026-01-11,MKG,Y,Y,2290520,2172326.08,18193.92,0
2026-01-11,SMS,Y,Y,1451793,0,0,0
2026-01-12,MKG,Y,Y,1521000,1509101.33,11898.67,0
2026-01-12,SMS,Y,Y,484930,0,3394.51,0
2026-01-13,MKG,Y,Y,950050,942419.51,7630.49,0
2026-01-13,SMS,Y,Y,702665,100000,3573.55,25000
2026-01-14,MKG,Y,Y,965855,955102.83,10752.17,0
2026-01-14,SMS,Y,Y,234710,0,1642.96,0
2026-01-15,MKG,Y,Y,620235,616096.64,4138.36,0
2026-01-15,SMS,Y,Y,407625,0,3527.87,0
2026-01-16,MKG,Y,Y,2051070,2036595.01,14834.99,0
2026-01-16,SMS,Y,Y,1798505,0,17641.02,0
2026-01-17,MKG,Y,Y,1623930,1610015.64,13914.36,0
2026-01-17,SMS,Y,Y,1135640,0,11017.16,0
2026-01-18,MKG,Y,Y,684430,622293.24,4386.76,0
2026-01-18,SMS,Y,Y,1506985,0,14290.11,0
2026-01-19,MKG,Y,Y,329175,326225.44,2949.56,0
2026-01-19,SMS,Y,Y,190575,0,2114.6,0
2026-01-20,MKG,Y,Y,622545,617709.42,4835.58,0
2026-01-20,SMS,Y,Y,128205,0,897.43,0
2026-01-21,MKG,Y,Y,880350,871945.96,8404.04,0
2026-01-21,SMS,Y,Y,820480,0,920.53,0
2026-01-22,MKG,Y,Y,1085530,1077516.96,8013.04,0
2026-01-22,SMS,Y,Y,160545,0,2858.36,0
2026-01-23,MKG,Y,Y,443430,438788.59,4641.41,0
2026-01-23,SMS,Y,Y,546145,0,2858.36,0
2026-01-24,MKG,Y,Y,2482250,2373775.63,22074.37,0
2026-01-24,SMS,Y,Y,1141935,0,8060.24,17560
2026-01-25,MKG,Y,Y,2022345,2007865,14480,0
2026-01-25,SMS,Y,Y,2206645,0,18088.07,0
2026-01-26,MKG,Y,Y,490875,488417.18,2457.82,0
2026-01-26,SMS,Y,Y,539385,0,5876.78,0
2026-01-27,MKG,Y,Y,762620,753858.05,8761.95,0
2026-01-27,SMS,Y,Y,276045,0,2460.71,0
2026-01-28,MKG,Y,Y,872350,864423.56,7926.44,0
2026-01-28,SMS,Y,Y,410025,0,2647.83,0
2026-01-29,MKG,Y,Y,874335,865564.82,8770.18,0
2026-01-29,SMS,Y,Y,954975,0,6820.79,0
2026-01-30,MKG,Y,Y,991140,985536.06,5603.94,0
2026-01-30,SMS,Y,Y,626680,0,3961.13,0
2026-01-31,MKG,Y,Y,2084775,2188453.82,17596.18,0
2026-01-31,SMS,Y,Y,1842420,110400,15706.279999999999,16100
2026-02-01,MKG,Y,Y,2100945,816723.19,5636.81,0
2026-02-01,SMS,Y,Y,1860295,0,15136.17,0
2026-02-02,MKG,Y,Y,822360,973939.14,6930.86,0
2026-02-02,SMS,Y,Y,330240,0,3916.83,0
2026-02-03,MKG,Y,N,980870,0,0,0
2026-02-03,SMS,Y,Y,234465,0,1641.24,0
2026-02-04,MKG,Y,Y,527835,524769.07,3065.93,0
2026-02-04,SMB,Y,Y,23784920,23526740.97,74043.03,218872
2026-02-04,SMS,Y,Y,468020,0,3515.21,0
2026-02-05,MKG,Y,Y,1187340,1218067.33,9697.67,0
2026-02-05,SMS,Y,Y,552090,0,5333.88,0
2026-02-06,MKG,Y,Y,1192800,1184582.19,8217.81,0
2026-02-06,SMS,Y,Y,377685,0,2882.01,0
2026-02-07,MKG,Y,Y,2695255,2672873.76,22381.24,0
2026-02-07,SMS,Y,Y,1609375,0,11265.62,0
2026-02-08,MKG,Y,Y,3634615,3602353.23,32261.77,0
2026-02-08,SMS,Y,Y,2042880,0,14864.62,0
2026-02-09,MKG,Y,Y,766750,761986.25,4763.75,0
2026-02-09,SMS,Y,Y,634415,0,5533.51,0
2026-02-10,MKG,Y,Y,1208375,1199261.13,9113.87,0
2026-02-10,SMS,Y,Y,197505,0,1160.19,0
2026-02-11,MKG,Y,Y,639355,634298.53,5056.47,0
2026-02-11,SMS,Y,Y,83160,0,582.12,0
2026-02-12,MKG,Y,Y,852390,0,0,0
2026-02-12,SMS,Y,Y,621540,175800,2813.57,43800
2026-02-13,MKG,Y,N,1312080,0,0,0
2026-02-13,SMS,Y,Y,666230,139360,3924.49,34840
2026-02-14,MKG,Y,Y,2127830,0,13314.04,0
2026-02-14,SMS,Y,Y,1489305,35520,11296.69,8880
2026-02-15,MKG,Y,Y,2829750,0,25035.25,0
2026-02-15,SMS,Y,Y,1804385,0,13932.39,0
2026-02-16,MKG,Y,Y,1979990,1966059.2,13930.8,0
2026-02-16,SMS,Y,Y,1004365,0,6185.67,0
2026-02-17,MKG,Y,Y,2363130,2344344.14,18785.86,0
2026-02-17,SMS,Y,Y,912450,0,7738.62,0
2026-02-18,MKG,Y,Y,790875,746320.98,8749.02,0
2026-02-18,SMS,Y,Y,892605,0,5118.06,0
2026-02-19,MKG,Y,Y,477015,473898.25,3116.75,0
2026-02-19,SMS,Y,Y,416955,0,3398.96,0
2026-02-20,MKG,Y,Y,684810,679839.25,4970.75,0
2026-02-20,SMS,Y,Y,504735,0,3094.81,0
2026-02-21,MKG,Y,Y,1225730,1214937.62,10792.38,0
2026-02-21,SMS,Y,Y,785645,0,5499.51,0
2026-02-22,MKG,Y,N,1608675,0,0,0
2026-02-22,SMS,Y,N,1409100,0,0,0
2026-02-23,MKG,Y,N,538755,0,0,0
2026-02-23,SMS,Y,N,407990,0,0,0
2026-02-24,MKG,Y,N,356060,0,0,0
2026-02-24,SMS,Y,N,172095,0,0,0
2026-02-25,MKG,Y,N,802725,0,0,0
2026-02-25,SMS,Y,N,222915,0,0,0
2026-02-26,MKG,Y,N,582120,0,0,0
2026-02-26,SMS,Y,N,469570,0,0,0
2026-02-27,MKG,Y,N,715470,0,0,0
2026-02-27,SMS,Y,N,1063770,0,0,0
2026-02-28,MKG,Y,N,1349565,0,0,0
2026-02-28,SMS,Y,N,1259390,0,0,0
2026-03-01,MKG,Y,N,1707410,0,0,0
2026-03-01,SMS,Y,N,967890,0,0,0
2026-03-02,MKG,Y,N,464310,0,0,0
2026-03-02,SMS,Y,N,262185,0,0,0
2026-03-03,MKG,Y,N,838530,0,0,0
2026-03-03,SMS,Y,N,431970,0,0,0
2026-03-04,MKG,Y,N,389235,0,0,0
2026-03-04,SMS,Y,N,203280,0,0,0
2026-03-05,MKG,Y,N,636255,0,0,0
2026-03-05,SMS,Y,N,483750,0,0,0
2026-03-06,MKG,Y,N,814795,0,0,0
2026-03-06,SMS,Y,N,538475,0,0,0
2026-03-07,MKG,Y,N,7535055,0,0,0
2026-03-07,SMS,Y,N,1839920,0,0,0
2026-03-08,MKG,Y,N,1568735,0,0,0
2026-03-08,SMS,Y,N,1494345,0,0,0
2026-03-09,MKG,Y,N,813520,0,0,0
2026-03-09,SMS,Y,Y,762300,0,5132.81,0
2026-03-10,MKG,Y,N,206745,0,0,0
2026-03-10,SMS,Y,Y,120120,0,840.83,0
2026-03-11,MKG,Y,N,585070,0,0,0
2026-03-11,SMS,Y,Y,460845,0,2909.44,0
2026-03-12,MKG,Y,N,482790,0,0,0
2026-03-12,SMS,Y,Y,304920,0,3140.74,0
2026-03-13,MKG,Y,N,508200,0,0,0
2026-03-13,SMS,Y,Y,466620,0,3184.33,0
2026-03-14,MKG,Y,N,1827210,0,0,0
2026-03-14,SMS,Y,N,1234695,0,0,0
2026-03-15,MKG,Y,N,2361975,0,0,0
2026-03-15,SMS,Y,N,1288100,0,0,0
2026-03-16,MKG,Y,N,1331010,0,0,0
2026-03-16,SMS,Y,N,337260,0,0,0
2026-03-17,MKG,Y,N,1304365,0,0,0
2026-03-17,SMS,Y,N,467775,0,0,0
2026-03-18,MKG,Y,N,1683155,0,0,0
2026-03-18,SMB,Y,Y,1106810,1263668.32,8306.68,0
2026-03-18,SMS,Y,N,978285,0,0,0
2026-03-19,MKG,Y,N,2243650,0,0,0
2026-03-19,SMS,Y,N,1130745,0,0,0
2026-03-20,MKG,Y,N,1645875,0,0,0
2026-03-20,SMS,Y,N,1763170,0,0,0
2026-03-21,MKG,Y,N,1617000,0,0,0
2026-03-21,SMS,Y,N,858165,0,0,0
2026-03-22,MKG,Y,N,2486785,0,0,0
2026-03-22,SMS,Y,N,1353905,0,0,0
2026-03-23,MKG,Y,N,1266445,0,0,0
2026-03-23,SMS,Y,N,1048530,0,0,0
2026-03-24,MKG,Y,N,1243695,0,0,0
2026-03-24,SMS,Y,N,702240,0,0,0
2026-03-25,MKG,Y,N,881265,0,0,0
2026-03-25,SMS,Y,N,919625,0,0,0
2026-03-26,MKG,Y,N,247170,0,0,0
2026-03-26,SMS,Y,N,551060,0,0,0
2026-03-27,MKG,Y,N,1138195,0,0,0
2026-03-27,SMS,Y,N,332640,0,0,0
2026-03-28,MKG,Y,N,1277265,0,0,0
2026-03-28,SMS,Y,N,1292445,0,0,0
2026-03-29,MKG,Y,N,2814840,0,0,0
2026-03-29,SMS,Y,N,664635,0,0,0
2026-03-30,MKG,Y,N,366135,0,0,0
2026-03-30,SMS,Y,N,170940,0,0,0
2026-03-31,MKG,Y,N,386015,0,0,0
2026-03-31,SMS,Y,N,311850,0,0,0
2026-04-01,MKG,Y,N,448140,0,0,0
2026-04-01,SMS,Y,N,483945,0,0,0
2026-04-02,MKG,Y,N,148995,0,0,0
2026-04-02,SMS,Y,N,446985,0,0,0
2026-04-03,MKG,Y,N,2587200,0,0,0
2026-04-03,SMS,Y,N,1412810,0,0,0
2026-04-04,MKG,Y,N,1666280,0,0,0
2026-04-04,SMS,Y,N,1166065,0,0,0
2026-04-05,MKG,Y,N,1471380,0,0,0
2026-04-05,SMS,Y,N,1027950,0,0,0
2026-04-06,MKG,Y,N,310695,0,0,0
2026-04-06,SMS,Y,N,288235,0,0,0
2026-04-07,MKG,Y,N,535085,0,0,0
2026-04-07,SMS,Y,N,170940,0,0,0
2026-04-08,LA.PIAZZA,Y,Y,11994650,11650735.72,93579.28,7600
2026-04-08,MKG,Y,Y,678305,672550.57,5754.43,0
2026-04-08,SMS,Y,N,87780,0,0,0
2026-04-09,MKG,Y,N,536240,0,0,0
2026-04-09,SMS,Y,N,372885,0,0,0
2026-04-10,MKG,Y,N,744975,0,0,0
2026-04-10,SMS,Y,N,403095,0,0,0
2026-11-22,LA.PIAZZA,Y,N,37012035,0,0,0
2026-11-25,LA.PIAZZA,Y,N,14532355,0,0,0
2026-12-01,LA.PIAZZA,N,Y,0,11351632.72,135467.28,34460
2026-12-01,MKG,Y,N,683760,0,0,0
2026-12-02,MKG,Y,N,654765,0,0,0
2026-12-03,MKG,Y,N,977995,0,0,0
2026-12-25,MKG,Y,N,3446705,0,0,0
